,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
1383,"['Science Fiction', 'Horror', 'Action']","['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction', 'los angeles', 'cocoon', 'genetic engineering', 'scientists', 'alien dna']",23.607071,Species,5.5,453,9348,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker', 'Michelle Williams', 'Marg Helgenberger', 'Jordan Lund', 'Herta Ware', 'William Utay']",['Roger Donaldson']
1384,['Horror'],"['child murderer', 'sleep', 'nightmare', 'supernatural', 'slasher', 'teenager', 'trapped', 'alcoholic', 'boiler room', 'booby trap', 'disfigurement', 'medical test', 'dreams']",38.204158,A Nightmare on Elm Street,7.2,1180,377,"['John Saxon', 'Ronee Blakley', 'Heather Langenkamp', 'Amanda Wyss', 'Jsu Garcia', 'Johnny Depp', 'Robert Englund', 'Leslie Hoffman', 'Joe Unger', 'Charles Fleischer']",['Wes Craven']
1385,"['Horror', 'Science Fiction', 'Thriller']","['drowning', 'therapist', 'virtual reality', 'serial killer', 'psychopathy', 'fbi agent']",25.413955,The Cell,6.0,436,8843,"['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn', 'Marianne Jean-Baptiste', 'Catherine Sutherland', 'James Gammon', 'Colton James', 'Dylan Baker', 'Gerry Becker', 'Musetta Vander']",['Tarsem Singh']
1386,"['Action', 'Adventure', 'Drama']","['france', 'swordplay', 'mask', 'musketeer']",28.98027,The Man in the Iron Mask,6.3,1018,9313,"['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu', 'Gabriel Byrne', 'John Malkovich', 'Anne Parillaud', 'Judith Godrèche', 'Edward Atterton', 'Peter Sarsgaard', 'Hugh Laurie']",['Randall Wallace']
1387,['Drama'],"['horse race', 'horseback riding', 'biography']",9.525037,Secretariat,6.8,103,39486,"['Diane Lane', 'John Malkovich', 'Scott Glenn', 'Dylan Walsh', 'Fred Dalton Thompson', 'Margo Martindale', 'Nelsan Ellis', 'James Cromwell', 'Otto Thorwarth', 'Michael Harding']",['Randall Wallace']
1388,"['Adventure', 'Animation', 'Comedy', 'Family']","['new york', 'brother brother relationship', 'journalist', 'martial arts', 'crime fighter', 'secret identity', 'mutant', 'turtle', 'love', 'based on comic book', 'reunion', 'brother against brother']",18.39217,TMNT,6.0,345,1273,"['Chris Evans', 'Sarah Michelle Gellar', 'Mako', 'Kevin Smith', 'Patrick Stewart', 'Zhang Ziyi', 'Laurence Fishburne', 'Mitchell Whitfield', 'James Arnold Taylor', 'Mikey Kelley']",['Kevin Munroe']
1389,['Drama'],"['biography', 'friendship', 'sport']",9.254647,Radio,6.8,141,13920,"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard', 'S. Epatha Merkerson', 'Debra Winger', 'Chris Mulkey']",['Mike Tollin']
1390,"['Romance', 'Comedy']","['funeral', 'friends', 'hospital', 'aftercreditsstinger', 'duringcreditsstinger']",40.526587,Friends with Benefits,6.5,2237,50544,"['Justin Timberlake', 'Mila Kunis', 'Patricia Clarkson', 'Woody Harrelson', 'Nolan Gould', 'Shaun White', 'Jenna Elfman', 'Bryan Greenberg', 'Richard Jenkins', 'Masi Oka']",['Will Gluck']
1391,['Comedy'],"['alcohol', 'college', 'party', 'sequel', 'sorority', 'neighbor', 'family', 'fraternity', 'bathroom humor']",50.179171,Neighbors 2: Sorority Rising,5.6,1462,325133,"['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz', 'Kiersey Clemons', 'Dave Franco', 'Ike Barinholtz', 'Carla Gallo', 'Christopher Mintz-Plasse', 'Beanie Feldstein']",['Nicholas Stoller']
1392,"['Comedy', 'Drama', 'History']","['biography', 'animation', 'writer', 'moviemaking']",31.957947,Saving Mr. Banks,7.3,1226,140823,"['Emma Thompson', 'Tom Hanks', 'Paul Giamatti', 'Colin Farrell', 'Ruth Wilson', 'Jason Schwartzman', 'Bradley Whitford', 'Annie Rose Buckley', 'B. J. Novak', 'Kathy Baker']",['John Lee Hancock']
1393,"['Drama', 'History']","['islam', 'new york', 'prison', 'assassination', 'ku klux klan', 'muslim', 'police brutality', 'beach', 'koran', 'jail guard', 'prison cell', 'bible', 'biography', 'martin luther king', 'nation of islam', 'civil rights movement ', 'mekka', 'pilgrimage', 'cabriolet', 'police', 'historical figure', 'malcolm x']",19.822791,Malcolm X,7.2,370,1883,"['Denzel Washington', 'Angela Bassett', 'Albert Hall', 'Al Freeman, Jr.', 'Delroy Lindo', 'Spike Lee', 'Theresa Randle', 'Kate Vernon', 'Lonette McKee', 'Tommy Hollis']",['Spike Lee']
1394,['Comedy'],"['wife husband relationship', 'children', 'family relationships', 'duringcreditsstinger']",38.429648,This Is 40,5.6,896,89492,"['Paul Rudd', 'Leslie Mann', 'Jason Segel', 'Maude Apatow', 'Megan Fox', 'Lena Dunham', 'Melissa McCarthy', 'Charlyne Yi', 'John Lithgow', 'Robert Smigel']",['Judd Apatow']
1395,"['Comedy', 'Family']","['japanese', 'camp', 'best friend', 'co-worker', 'kids', 'duringcreditsstinger', 'sports marketing firm']",13.707843,Old Dogs,5.2,210,22949,"['Robin Williams', 'John Travolta', 'Seth Green', 'Justin Long', 'Matt Dillon', 'Kelly Preston', 'Bernie Mac', 'Dax Shepard', 'Rita Wilson', 'Laura Allen']",['Walt Becker']
1396,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']","['prison', 'underworld', 'slavery', 'castle', 'vampire', 'war', 'werewolf', 'battle', 'slave', 'dungeon', 'fang vamp']",51.927471,Underworld: Rise of the Lycans,6.2,1428,12437,"['Bill Nighy', 'Michael Sheen', 'Rhona Mitra', 'Shane Brolly', 'Steven Mackintosh', 'Kevin Grevioux', 'David Aston', 'Geraldine Brophy', 'Leighton Cardno', 'Alexander Carroll']",['Patrick Tatopoulos']
1397,['Comedy'],"['new love', 'ten commandments', 'bride', 'bridegroom', 'marriage', 'relation', 'partnership', 'civil registry office', 'priest', 'wedding', 'church']",14.503568,License to Wed,5.2,253,2959,"['Robin Williams', 'Mandy Moore', 'John Krasinski', 'Eric Christian Olsen', 'Christine Taylor', 'Josh Flitter', 'DeRay Davis', 'Peter Strauss', 'Grace Zabriskie', 'Roxanne Hart']",['Ken Kwapis']
1398,['Comedy'],"['baseball', 'pizza', 'sport', 'paperboy', 'team', 'homerun', 'video store']",6.74556,The Benchwarmers,5.2,242,9957,"['Jon Heder', 'Rob Schneider', 'David Spade', 'Jon Lovitz', 'Tim Meadows', 'Amaury Nolasco', 'Nick Swardson', 'Molly Sims', 'Erinn Bartlett', 'Craig Kilborn']",['Dennis Dugan']
1399,"['Comedy', 'Romance']","['sister sister relationship', 'make a match', 'single', 'children', 'teacher', 'dating', 'divorce', 'pet dog', 'computer dating', 'internet dating', 'wooden boats']",11.120167,Must Love Dogs,5.8,140,11648,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins', 'Christopher Plummer', 'Dermot Mulroney', 'Stockard Channing', 'Ali Hillis', 'Brad William Henke', 'Julie Gonzalo', 'Glenn Howerton']",['Gary David Goldberg']
1400,"['Crime', 'Drama', 'Thriller']","['undercover', 'colombia', 'mafia', 'mobster', 'dirty cop', 'informant', 'stealing money', 'marriage counselor', 'shaving cream', 'playing cards']",40.370442,Donnie Brasco,7.4,1147,9366,"['Johnny Depp', 'Al Pacino', 'Michael Madsen', 'Bruno Kirby', 'James Russo', 'Anne Heche', 'Zeljko Ivanek', 'Brian Tarantina', 'Rocco Sisto', 'Zach Grenier']",['Mike Newell']
1401,"['Horror', 'Action', 'Science Fiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'based on video game']",40.715623,Resident Evil,6.4,2065,1576,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'Ryan McCluskey', 'Oscar Pearce', 'Indra Ové', 'Anna Bolt', 'Joseph May', 'Robert Tannion', 'Heike Makatsch']",['Paul W.S. Anderson']
1402,['Horror'],"['medium', 'ghostbuster', 'poltergeist', 'haunted house', 'dying and death', 'family relationships', 'good vs evil', 'paranormal phenomena', 'power of goodness', 'parent-child bond', 'haunted']",36.230204,Poltergeist,7.0,794,609,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight', ""Heather O'Rourke"", 'Dominique Dunne', 'Oliver Robins', 'Zelda Rubinstein', 'Martin Casella', 'James Karen', 'Robert Broyles']",['Tobe Hooper']
1403,"['Comedy', 'Crime', 'Thriller']","['church choir', 'hiding place', 'garbage', 'duringcreditsstinger']",23.666229,The Ladykillers,6.0,415,5516,"['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans', 'J.K. Simmons', 'Tzi Ma', 'Ryan Hurst', 'Diane Delano', 'George Wallace', 'John McConnell', 'Jason Weaver']",['Joel Coen']
1404,['Action'],"['assassin', 'based on video game', 'aftercreditsstinger']",25.903237,Max Payne,5.2,613,13051,"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges', 'Ludacris', ""Chris O'Donnell"", 'Donal Logue', 'Amaury Nolasco', 'Kate Burton', 'Olga Kurylenko', 'Rothaford Gray']",['John Moore']
1405,"['Action', 'Thriller', 'Science Fiction']","['bank', 'future', 'time', 'dystopia', 'race against time', 'immortality', 'on the run', 'class differences', 'cops and robbers\xa0', 'rich vs poor']",60.231382,In Time,6.7,3417,49530,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde', 'Alex Pettyfer', 'Johnny Galecki', 'Matt Bomer', 'Vincent Kartheiser', 'Yaya DaCosta', 'Toby Hemingway']",['Andrew Niccol']
1406,"['Comedy', 'Romance']","['kiss', 'sperm bank', 'romantic comedy', 'male female relationship', 'doctor', 'pregnancy', 'single mother', 'artificial insemination', 'motherhood', 'duringcreditsstinger']",18.38292,The Back-Up Plan,5.7,458,34806,"['Jennifer Lopez', ""Alex O'Loughlin"", 'Danneel Ackles', 'Eric Christian Olsen', 'Anthony Anderson', 'Noureen DeWulf', 'Melissa McCarthy', 'Tom Bosley', 'Maribeth Monroe', 'Linda Lavin']",['Alan Poul']
1407,"['Comedy', 'Drama', 'Romance']","['new york', 'alcohol', 'based on novel', 'secret', 'cheating', 'birthday', 'destroy', 'friends', 'crush', 'lawyer', 'best friend', 'wedding', 'pregnancy', 'relationship', 'celebration', 'roses', 'lying', 'flashback', 'engaged', 'loyal', 'liaison', 'confidant']",14.029012,Something Borrowed,5.9,296,49022,"['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski', 'Colin Egglesfield', 'Ashley Williams', 'Steve Howey', 'Jill Eikenberry', 'Leia Thompson', 'Sarah Baldwin', 'Lindsay Ryan']",['Luke Greenfield']
1408,"['Adventure', 'Comedy', 'Fantasy']","['england', 'black people', 'medallion', 'castle', 'time travel', 'leap in time', 'knight', 'impostor', 'king', 'middle ages', 'imposture', 'medieval times']",15.913783,Black Knight,5.1,287,11469,"['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson', 'Vincent Regan', 'Daryl Mitchell', 'Michael Countryman', 'Kevin Conway', 'Erik Jensen', ""Isabell O'Connor"", 'John Cronin']",['Gil Junger']
1409,"['Comedy', 'Family']","['baseball', 'sport', 'little league']",6.889633,The Bad News Bears,6.9,97,23479,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza', 'Vic Morrow', 'Erin Blunt', 'Jackie Earle Haley', 'Gary Lee Cavagnaro', 'Joyce Van Patten', 'Jaime Escobedo', 'Scott Firestone']",['Michael Ritchie']
1410,"['Action', 'Adventure', 'Thriller']","['dictator', 'martial arts', 'hostage', 'liberation of hostage', 'hostage-taking', 'street fighter', 'united nations', 'based on video game']",19.286099,Street Fighter,4.1,325,11667,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen', 'Damian Chapa', 'Kylie Minogue', 'Wes Studi', 'Byron Mann', 'Roshan Seth', 'Grand L. Bush', 'Jay Tavare']",['Steven E. de Souza']
1411,"['Drama', 'War']","['individual', 'resistance', 'radio station', 'war crimes', 'loss of family', 'child murderer', 'hunger', 'world war ii', 'prisoners of war', 'homeland', 'deportation', 'hiding place', 'ghetto riot', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazis', 'biography', 'classical music', 'panzer', 'pianist']",50.587541,The Pianist,8.0,1864,423,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues']",['Roman Polanski']
1412,"['Drama', 'History']","['jesus christ', 'bible', 'three kings', 'archangel gabriel', 'christian', 'blessed hope', 'wise men', 'woman director']",3.721272,The Nativity Story,6.4,35,2447,"['Keisha Castle-Hughes', 'Oscar Isaac', 'Hiam Abbass', 'Shaun Toub', 'Ciarán Hinds', 'Shohreh Aghdashloo', 'Stanley Townsend', 'Alexander Siddig', 'Nadim Sawalha', 'Eriq Ebouaney']",['Catherine Hardwicke']
1413,['Horror'],"['american football', 'traffic jam', 'remake', 'murder', 'suspense', 'wax museum', 'teenager', 'group of friends', 'ghost town', 'wax']",17.157738,House of Wax,5.5,677,10066,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt', 'Jared Padalecki', 'Chad Michael Murray', 'Jon Abrahams', ""Robert Ri'chard"", 'Thomas Adamson', 'Dragicia Debert', 'Murray Smith']",['Jaume Collet-Serra']
1414,"['Drama', 'Romance']","['father son relationship', 'love at first sight', 'photographer', 'loss of lover', 'cheating', 'lie', 'forbidden love', 'tea', 'lover', 'kiss', 'photography', 'secret love', 'times square', 'liar', 'sexchat', 'based on play', 'death of father', 'falling in love']",22.636908,Closer,6.7,811,2288,"['Julia Roberts', 'Jude Law', 'Natalie Portman', 'Clive Owen', 'Colin Stinton', 'Nick Hobbs', 'Steve Benham', 'Elizabeth Bower', 'Ray Donn', 'Daniel Dresner']",['Mike Nichols']
1415,"['Drama', 'Crime', 'History']","['biography', 'historical figure', 'fbi director']",28.069419,J. Edgar,6.0,741,88794,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson', 'Armie Hammer', 'Naomi Watts', 'Judi Dench', 'Gunner Wright', 'Kaitlyn Dever', 'Adam Driver', 'Ed Westwick']",['Clint Eastwood']
1416,"['Horror', 'Mystery', 'Thriller']","['schizophrenia', 'night watchman', 'subway', 'hallucination', 'alcoholism', 'ex-cop', 'possession', 'morgue', 'rural setting', 'medication', 'demon', 'psychiatrist', 'mirror', 'estranged wife', 'nypd', 'evil', 'newspaper clipping']",19.774543,Mirrors,6.0,485,13515,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart', 'Cameron Boyce', 'Erica Gluck', 'Jason Flemyng', 'Darren Kent', 'Ezra Buzzington', 'Julian Glover']",['Alexandre Aja']
1417,"['Drama', 'Fantasy', 'Horror']","['queen', 'rock star', 'secret society', 'vampire', 'light', 'bite', 'music', 'spontaneous combustion', 'fatal attraction', 'fang vamp']",11.644243,Queen of the Damned,5.4,239,11979,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau', 'Vincent Pérez', 'Paul McGann', 'Lena Olin', 'Claudia Black', 'Bruce Spence', 'Christian Manon', 'Matthew Newton']",['Michael Rymer']
1418,"['Science Fiction', 'Action', 'Thriller']","['predator', 'war on drugs', 'extraterrestrial technology', 'los angeles', 'invisible']",27.934978,Predator 2,5.9,730,169,"['Kevin Peter Hall', 'Danny Glover', 'Gary Busey', 'Rubén Blades', 'María Conchita Alonso', 'Bill Paxton', 'Adam Baldwin', 'Robert Davi', 'Kent McCord', 'Morton Downey, Jr.']",['Stephen Hopkins']
1419,['Drama'],"['suicide', 'fbi', 'kidnapping', 'snuff', 'sadism', 'investigation', 'police', 'psychopath', 'webcam', 'website', 'murder', 'serial killer', 'internet', 'torture', 'violence', 'voyeur']",12.677505,Untraceable,5.9,238,8090,"['Diane Lane', 'Billy Burke', 'Colin Hanks', 'Joseph Cross', 'Mary Beth Hurt', 'Peter Lewis', 'Perla Haney-Jardine', 'Tim DeZam', 'Christopher Cousins', 'Jesse Tyler Ferguson']",['Gregory Hoblit']
1420,"['Comedy', 'Romance']","['isolation', 'atomic bomb', 'bunker', 'shelter']",8.737058,Blast from the Past,6.3,245,11622,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken', 'Sissy Spacek', 'Nathan Fillion', 'Dave Foley', 'Joey Slotnick', 'Mary Ann Hermansen', 'Deborah Kellner', 'Don Yesso']",['Hugh Wilson']
1421,['Science Fiction'],"['emperor', 'solar eclipse', 'prince', 'tv duel', 'fighter', 'deception', 'hood', 'scientist', 'sword and planet']",12.343507,Flash Gordon,6.1,233,3604,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow', 'Chaim Topol', 'Ornella Muti', 'Timothy Dalton', 'Brian Blessed', 'Peter Wyngarde', 'Mariangela Melato', 'John Osborne']",['Mike Hodges']
1422,"['Comedy', 'Romance']","['yuppie', 'daughter', 'loss of wife']",14.699342,Jersey Girl,5.8,325,9541,"['Ben Affleck', 'Raquel Castro', 'Liv Tyler', 'Jennifer Lopez', 'George Carlin', 'Jennifer Schwalbach Smith', 'Will Smith', 'Stephen Root', 'Mike Starr', 'Jason Biggs']",['Kevin Smith']
1423,"['Action', 'Thriller', 'Crime', 'Mystery']",['ex military'],14.513243,Alex Cross,5.1,300,94348,"['Tyler Perry', 'Rachel Nichols', 'Jean Reno', 'Matthew Fox', 'Giancarlo Esposito', 'Edward Burns', 'Cicely Tyson', 'John C. McGinley', 'Chad Lindberg', 'Carmen Ejogo']",['Rob Cohen']
1424,"['Crime', 'Drama', 'Mystery', 'Thriller']","['drag queen', 'voodoo', 'savannah']",5.525544,Midnight in the Garden of Good and Evil,6.3,157,8197,"['John Cusack', 'Kevin Spacey', 'Jude Law', 'Alison Eastwood', 'Jack Thompson', 'Irma P. Hall', 'Paul Hipp', 'Lady Chablis', 'Kim Hunter', 'Geoffrey Lewis']",['Clint Eastwood']
1425,"['Crime', 'Action', 'Thriller']","['casino', 'robbery', 'bus hijacking', 'heist']",15.079993,Heist,5.6,318,336004,"['Jeffrey Dean Morgan', 'Robert De Niro', 'Kate Bosworth', 'Dave Bautista', 'Gina Carano', 'Mark-Paul Gosselaar', 'D. B. Sweeney', 'Morris Chestnut', 'Summer Altice', 'Rosie Fellner']",['Scott Mann']
1426,"['Comedy', 'Fantasy']","['nanny', 'fantasy', 'children', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']",23.835055,Nanny McPhee and the Big Bang,6.0,436,35019,"['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes', 'Maggie Gyllenhaal', 'Maggie Smith', 'Rhys Ifans', 'Daniel Mays', 'Bill Bailey', 'Ewan McGregor', 'Eros Vlahos']",['Susanna White']
1427,"['Crime', 'History']","['policy and organisations', 'power', 'trade union', 'gangster']",5.926966,Hoffa,6.1,81,10410,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante', 'J. T. Walsh', 'John C. Reilly', 'Natalija Nogulich', 'Kevin Crowley', 'Robert Prosky', 'Kevin Anderson', 'Frank Whaley']",['Danny DeVito']
1428,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","['extraterrestrial technology', 'fbi', 'alien', 'fbi agent', 'duringcreditsstinger']",25.454549,The X Files: I Want to Believe,5.5,523,8836,"['David Duchovny', 'Gillian Anderson', 'Amanda Peet', 'Billy Connolly', 'Xzibit', 'Mitch Pileggi', 'Callum Keith Rennie', 'Adam Godley', 'Alex Diakun', 'Nicki Aycox']",['Chris Carter']
1429,"['Family', 'Fantasy', 'Comedy']","['elves', 'based on novel', 'magic', 'fairy', 'prince', 'fairy tale', 'spell', 'fantasy world', 'giant', 'ogre', 'obedience', 'fairy godmother', 'elf']",22.71592,Ella Enchanted,5.9,437,14442,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes', 'Vivica A. Fox', 'Joanna Lumley', 'Jimi Mistry', 'Steve Coogan', 'Aidan McArdle', 'Heidi Klum', 'Jim Carter']","[""Tommy O'Haver""]"
1430,['Drama'],"['american football', 'concussion', 'biography', 'professional sports', 'brain damage', 'sports injury', 'nfl', 'medical drama', 'human brain']",35.120736,Concussion,7.0,823,321741,"['Will Smith', 'Alec Baldwin', 'Albert Brooks', 'Gugu Mbatha-Raw', 'David Morse', 'Arliss Howard', ""Mike O'Malley"", 'Eddie Marsan', 'Hill Harper', 'Adewale Akinnuoye-Agbaje']",['Peter Landesman']
1431,"['Thriller', 'Action', 'Mystery']","['cia', 'airport', 'hero', 'fight', 'kidnapping', 'time bomb', 'training', 'webcam', 'website', 'party', 'on the run', 'hospital', 'train', 'teenager']",19.893646,Abduction,5.6,961,59965,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jason Isaacs', 'Maria Bello', 'Michael Nyqvist', 'Sigourney Weaver', 'Dermot Mulroney', 'Elisabeth Röhm', 'Antonique Smith']",['John Singleton']
1432,"['Animation', 'Family', 'Adventure']","['animation', 'animal', '3d']",14.051852,Valiant,5.2,235,14175,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry', 'Jim Broadbent', 'Hugh Laurie', 'John Cleese', 'John Hurt', 'Pip Torrens', 'Rik Mayall', 'Olivia Williams']",['Gary Chapman']
1433,"['Comedy', 'Drama']","['adultery', 'robbery', 'based on novel', 'professor', 'college', 'police', 'party', 'liar', 'marijuana', 'writer', 'university', 'drug', 'dog']",9.011729,Wonder Boys,6.9,161,11004,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes', 'Rip Torn', 'Robert Downey Jr.', 'Jane Adams', 'Michael Cavadias', 'Richard Thomas', 'Alan Tudyk']",['Curtis Hanson']
1434,"['Action', 'Comedy', 'Science Fiction']","['anti hero', 'high school', 'dragonfly', 'superhero', 'radioactive', 'duringcreditsstinger']",19.088655,Superhero Movie,4.9,379,11918,"['Drake Bell', 'Sara Paxton', 'Leslie Nielsen', 'Christopher McDonald', 'Jeffrey Tambor', 'Pamela Anderson', 'Kevin Hart', 'Marion Ross', 'Ryan Hansen', 'Keith David']",['Craig Mazin']
